Ville,Temperature
Saint-Médard-en-Jalles,3.39
Arrondissement de Vitry-le-François,4.12
Vitry-le-François,4.51
Vitry-le-François,4.51
Mer,3.42
Mer,3.44
Vassivière,-7.29
Chalais,4.79
Chalais,4.79
Côte Faite,-3.44
Les Vincents,-2.59
Les Deux-Frères,-5.67
La Renaudie,-4.26
La Renaudie,-4.85
Saint-Julien-la-Geneste,-4.18
Saint-Julien-la-Geneste,-4.18
Eyrans,4.24
Eyrans,4.21
La Ferté-Bernard,3.68
La Ferté-Bernard,3.88
Jumilhac-le-Grand,3.59
Jumilhac-le-Grand,3.72
Lescardie,1.97
Sarlande,2.83
Sarlande,2.83
Saugon,4.16
Saugon,4.11
Saint-Aubin-de-Blaye,3.9
Saint-Aubin-de-Blaye,3.96
Arrondissement de Fontenay-le-Comte,3.82
Fontenay-le-Comte,3.48
Fontenay-le-Comte,3.48
Gauriaguet,4.02
Gauriaguet,4.06
Laudigerie,3.15
Saint-Sulpice-et-Cameyrac,4.04
Saint-Sulpice,3.98
Castets et Castillon,8.04
Castets-en-Dorthe,7.94
Montauzey,1.32
La Légue,5.27
Nérigean,3.86
Nérigean,3.86
Callen,4.65
Callen,4.5
Liers,5.03
La Roche-Chalais,3.67
La Roche-Chalais,3.67
Doulezon,3.61
Doulezon,3.22
Mur-sur-Allier,-1.03
Mezel,-1.31
La Valette-du-Var,9.07
La Valette-du-Var,9.0
Saint-Girons-d'Aiguevives,4.12
Saint-Girons-d'Aiguevives,4.05
Saint-Michel-l'Écluse-et-Léparon,3.37
Frontenaud,1.58
Lévignacq,4.42
Lévignacq,4.47
Biganon,1.42
Saint-Dizier,5.81
La Roche-sur-Yon,4.15
La Roche-sur-Yon,4.15
Vollore-Ville,-2.2
Vollore-Ville,-2.34
Pau,2.85
Pau,2.85
Arrondissement de Saint-Omer,5.94
Saint-Omer,6.4
Saint-Omer,6.34
Saint-Michel-de-Rivière,4.46
Virelade,4.41
Arbanats,4.05
Arbanats,4.13
Saint-Marcel-du-Périgord,2.08
Saint-Marcel-du-Périgord,2.12
La Chaud,-4.78
Gap,0.59
Gap,0.59
Cartelègue,4.28
Cartelègue,4.28
Guizengeard,3.08
Guizengeard,3.14
Saint-Étienne-du-Rouvray,5.8
Saint-Étienne-du-Rouvray,5.84
Noyal-sous-Bazouges,4.64
Noyal-sous-Bazouges,4.79
Gan,2.59
Gan,2.59
Ciboure,7.74
Ciboure,7.38
Lahourcade,2.98
Lahourcade,2.98
Roquiague,2.49
Roquiague,2.29
Mazerolles,3.32
Mazerolles,3.32
Rébénacq,1.75
Rébénacq,1.75
Saint-Julien-Molhesabate,-4.3
Saint-Julien-Molhesabate,-4.35
Saint-Genis-Laval,1.25
Saint-Genis-Laval,1.25
Anglade,4.43
Anglade,4.29
Saint-Germain-le-Vasson,4.45
Saint-Germain-le-Vasson,4.45
Biollet,-4.67
Biollet,-4.57
Terres de Druance,4.33
Lassy,4.39
Mauriac,4.82
Mauriac,4.91
Dax,3.74
Dax,3.69
Pranal,-3.18
Tortebesse,-4.9
Tortebesse,-4.89
Sévigny,4.2
Sévigny,4.24
Damblainville,5.07
Damblainville,5.07
Minzac,2.79
Minzac,2.79
Saint-Paul-lès-Dax,3.75
Saint-Paul-lès-Dax,3.71
Budos,5.49
Budos,5.38
Le Coudonneau,4.28
Loubeyrat,-3.39
Loubeyrat,-3.28
Guiche,7.13
Guiche,6.88
Gaujacq,3.01
Gaujacq,2.86
Langoëlan,5.21
Langoëlan,5.17
Saint-Germain-sur-Sèves,8.63
Saint-Germain-sur-Sèves,8.61
Mont-Dore,-6.75
Le Mont-Dore,-6.75
Orléat,-1.19
Orléat,-1.31
Colombier,-4.0
Le Mas,-3.55
Saint-Gervais-d'Auvergne,-4.56
Saint-Gervais-d'Auvergne,-4.72
Boutaresse,-6.91
Heume-l'Église,-5.02
Heume-l'Église,-5.02
Courbanges,-6.38
Monges,-4.35
Montchamp,-1.04
Montchamp,-0.88
Égliseneuve-d'Entraigues,-5.35
Égliseneuve-d'Entraigues,-5.17
Saint-Laurent-du-Plan,7.79
Saint-Laurent-du-Plan,7.88
Sadirac,3.53
Sadirac,3.56
Saint-Genis-Pouilly,-1.38
Les Églisottes-et-Chalaures,4.18
Les Églisottes-et-Chalaures,4.18
Saubion,7.67
Saubion,7.65
La Salvetat,1.41
Le Theil,-2.66
Villemur-sur-Tarn,6.85
Villemur-sur-Tarn,7.34
Dieulivol,5.73
Dieulivol,5.33
Larché,3.25
Lacanau-Océan,2.89
Le Porge,2.42
Le Porge,2.46
Saint-Antoine-du-Queyret,3.87
Saint-Antoine-du-Queyret,3.95
Saint-Christoly-de-Blaye,4.25
Saint-Christoly-de-Blaye,4.1
Trailus,-0.73
Charensat,-4.29
Charensat,-4.32
Carbon-Blanc,3.73
Carbon-Blanc,3.79
Maransin,3.92
Maransin,3.96
Villenave-d'Ornon,3.46
Villenave-d'Ornon,3.53
Roquebrune-Cap-Martin,8.27
Roquebrune-Cap-Martin,9.65
Grand-Fort-Philippe,6.63
Grand-Fort-Philippe,6.62
Castelculier,4.34
Castelculier,4.81
Cappelle-la-Grande,5.92
Cappelle-la-Grande,5.93
Doudrac,4.06
Doudrac,3.87
Saint-Quentin-la-Chabanne,-4.08
Saint-Quentin-la-Chabanne,-4.08
Ayat-sur-Sioule,-3.67
Ayat-sur-Sioule,-3.83
Couzon,0.09
Couzon,0.2
Charroux,-1.68
Charroux,-1.55
Puy-Guillaume,-0.47
Puy-Guillaume,-0.43
Carcen-Ponson,3.52
Carcen-Ponson,3.54
Lestomble,-5.9
Culhat,-0.82
Culhat,-0.87
Thuret,-0.87
Thuret,-0.97
Saint-Étienne-la-Thillaye,5.6
Saint-Étienne-la-Thillaye,5.69
La Robinière,4.43
Lisle-sur-Tarn,6.35
Lisle-sur-Tarn,6.35
Cérilly,-0.97
Cérilly,-1.02
Bussac,-1.91
Châtillon-sur-Indre,2.95
Châtillon-sur-Indre,2.99
Montcombroux-les-Mines,-0.31
Montcombroux-les-Mines,-0.4
Saint-Vincent,-1.28
Saint-Vincent,-1.28
Les Ruches,-3.91
Targon,4.44
Targon,4.43
Faye de Port,3.72
Saint-Estèphe,4.35
Saint-Estèphe,4.33
Douville-en-Auge,4.75
Douville-en-Auge,4.88
Cartas,-2.52
Parsange,-5.0
Pinols,-0.81
Pinols,-0.6
Saint-Aubin-Lébizay,4.68
Arrondissement de Bourg-en-Bresse,1.11
Mionnay,1.02
Mionnay,1.05
Listrac-Médoc,3.69
Listrac-Médoc,3.7
Saint-Aubin-de-Cadelech,3.6
Saint-Aubin-de-Cadelech,3.07
Barbaliche,-5.16
Chamborigaud,-0.67
Chamborigaud,-0.14
Saint-Quentin-sur-le-Homme,5.1
Saint-Quentin-sur-le-Homme,5.03
La Cinardière,0.3
Marcolès,1.56
Marcolès,1.68
Arrondissement de Vierzon,2.99
Aubigny-sur-Nère,2.9
Aubigny-sur-Nère,2.92
Saint-Sylvain,5.21
Saint-Sylvain,5.25
Saint-Nicolas-de-Sommaire,2.67
Saint-Nicolas-de-Sommaire,2.75
Saint-Laurent-de-Terregatte,4.79
Saint-Laurent-de-Terregatte,4.66
Sore,3.0
Sore,3.06
Villandraut,6.56
Villandraut,6.42
Sainte-Marie-de-Frugie,4.04
Pessade,-6.52
Lachaux,-2.54
Lachaux,-2.54
Vitrac,2.72
Vitrac,2.72
Vialard,-0.69
Vernassal,-3.61
Vernassal,-3.36
Lery,-3.78
Seyches,6.38
Seyches,6.57
Renolphie,2.65
Onesse-Laharie,4.4
Onesse-Laharie,4.42
Treignat,-1.63
Treignat,-1.68
Riom-ès-Montagnes,0.63
Riom-ès-Montagnes,0.63
Orcet,-1.8
Orcet,-1.37
Le Fayet,-0.48
Drôme,0.54
Arrondissement de Valence,1.86
Rochefort-Samson,0.16
Rochefort-Samson,0.39
Saulzet-le-Froid,-5.68
Saulzet-le-Froid,-5.58
Desges,1.09
Desges,1.45
Magny-en-Vexin,5.4
Magny-en-Vexin,5.46
Le Falgoux,-0.36
Le Falgoux,-0.36
La Prunerette,-3.95
Milly-la-Forêt,4.91
Milly-la-Forêt,4.9
Saint-Paul-de-Tartas,-5.89
Saint-Paul-de-Tartas,-5.84
Sabres,2.85
Sabres,2.79
Bourriot-Bergonce,3.87
Bourriot-Bergonce,3.85
Cublaisé,-2.02
La Bourdaleychie,2.6
Beauregard-Vendon,-1.61
Beauregard-Vendon,-1.34
La Palisse,-1.36
Bouteyras,-3.41
Sauret-Besserve,-4.31
Sauret-Besserve,-4.43
Chazelles,1.51
Chazelles,1.51
Mouliets-et-Villemartin,2.87
Mouliets-et-Villemartin,2.87
Magny-la-Campagne,5.3
Magny-la-Campagne,5.28
Les Chevariers,-1.16
Vernet,-1.26
Youx,-3.63
Youx,-3.63
Lavergne,-5.47
Touquettes,1.83
Touquettes,2.09
Noues de Sienne,3.92
Saint-Sever-Calvados,4.2
Le Ménil-Scelleur,4.03
Le Ménil-Scelleur,3.74
Saint-Agnan-sur-Erre,4.65
Saint-Agnan-sur-Erre,4.67
Isigny-sur-Mer,8.85
Isigny-sur-Mer,8.83
Bonnefoi,2.93
Bonnefoi,2.89
Quettehou,8.75
Quettehou,8.79
Saint-Martin-d'Écublei,3.18
Saint-Martin-d'Écublei,3.22
Villers-sur-Mer,5.42
Villers-sur-Mer,5.63
Méry-Bissières-en-Auge,5.55
Méry-Corbon,5.58
Villers-Canivet,4.48
Villers-Canivet,4.43
Condé-en-Normandie,4.93
Condé-sur-Noireau,4.9
Auberville,4.94
Auberville,4.92
Annebault,4.63
Annebault,4.62
Villers-en-Ouche,2.09
Villers-en-Ouche,2.09
Le Mesnil-au-Grain,4.47
Le Mesnil-au-Grain,4.52
Familly,4.0
Familly,4.01
Ouilly-le-Tesson,4.95
Ouilly-le-Tesson,4.81
Fresney-le-Puceux,5.15
Fresney-le-Puceux,5.02
Courménil,1.4
Courménil,1.5
Champosoult,3.25
Champosoult,3.35
Biéville-en-Auge,5.41
Dialan sur Chaîne,4.16
Jurques,4.16
Brouay,5.11
Brouay,5.08
Frémigoux,2.6
Puymirol,5.17
Puymirol,4.83
Manigod,-5.61
Manigod,-4.02
Le Bourdeix,2.34
Le Bourdeix,2.23
Ménestérol,2.79
Saint-Myon,-1.38
Saint-Myon,-1.36
Biozat,-1.02
Biozat,-1.07
Poëzat,-1.06
Poëzat,-1.06
Nay,8.69
Nay,8.69
Vensac,3.17
Vensac,3.23
Saint-Étienne-Lardeyrol,-2.89
Saint-Étienne-Lardeyrol,-2.72
Saint-Denis-Combarnazat,-0.77
Saint-Denis,-0.94
Saint-Genis-du-Bois,5.71
Saint-Genis-du-Bois,5.89
Moulines,5.73
Moulines,5.66
Izon,4.07
Izon,4.09
Maillas,6.45
Maillas,6.27
Bergonce,4.15
Artiguelouve,3.15
Artiguelouve,3.15
Sarrant,7.48
Arrondissement de Jonzac,2.55
Saint-Sorlin-de-Conac,3.55
Saint-Sorlin-de-Conac,3.55
Denguin,3.27
Denguin,3.27
Moustey,1.52
Moustey,1.56
Champniers-et-Reilhac,5.9
Champniers-et-Reilhac,5.98
Saint-Chamant,1.05
Saint-Chamant,0.96
Pleugueneuc,4.64
Pleugueneuc,4.67
Ligny-en-Barrois,4.85
Ligny-en-Barrois,4.91
Arcis-sur-Aube,3.79
Arcis-sur-Aube,3.75
Bardos,6.71
Bardos,6.52
Estibeaux,2.42
Estibeaux,2.29
Oeyregave,4.44
Oeyregave,4.42
Macé,4.34
Macé,4.39
Saint-Rémy,4.81
Saint-Rémy,5.23
Le Mesnil-Raoult,5.04
Le Mesnil-Raoult,4.93
Placy-Montaigu,4.38
Placy-Montaigu,4.27
Châteauneuf-les-Bains,-2.82
Châteauneuf-les-Bains,-2.07
Saint-Alyre-d'Arlanc,-3.1
Saint-Alyre-d'Arlanc,-2.93
Durance,5.44
Durance,5.43
Ceilloux,-3.23
Ceilloux,-3.32
Creuzier-le-Neuf,-0.48
Creuzier-le-Neuf,-0.22
Chadrac,-1.6
Chadrac,-1.6
Goustranville,5.55
Goustranville,5.6
Saint-Georges-de-Bohon,8.23
Saint-Georges-de-Bohon,8.39
Chambon-sur-Lac,-4.77
Chambon-sur-Lac,-4.87
Le Claux,-0.76
Le Claux,-0.69
Nadaillat,-4.65
Villebramar,6.32
Villebramar,6.33
Andelat,-0.03
Andelat,0.75
Ménesplet,3.03
Ménesplet,3.03
La Goupilière,4.68
Angoville,4.11
Angoville,4.11
Saint-Germain-de-Fresney,4.75
Saint-Germain-de-Fresney,4.72
Antonaves,1.34
Antonaves,1.8
Chaspinhac,-3.07
Chaspinhac,-3.26
Creuzier-le-Vieux,-0.29
Creuzier-le-Vieux,-0.42
Drossac,-3.08
La Boissonnière,-1.43
Ampuis,2.03
Ampuis,2.19
Vergongheon,-1.79
Vergongheon,-1.74
Besses,-3.52
Pégoire,-5.69
Branville,4.67
Branville,4.65
Saint-Christophe-les-Gorges,2.06
Lézignan-Corbières,5.74
Lézignan-Corbières,5.72
Coigny,8.65
Coigny,8.56
Uzos,2.94
Uzos,2.94
Châlons-en-Champagne,3.82
Châlons-en-Champagne,3.83
Laveissenet,-0.8
Laveissenet,-1.15
Majastres,0.39
Majastres,1.0
Souitte,-0.15
Saint-Genès-Champanelle,-4.62
Saint-Genès-Champanelle,-4.55
Montigny,-0.08
Saint-Beauzire,-3.39
Saint-Beauzire,-3.39
Teilhet,-3.98
Teilhet,-4.08
Val d'Étangson,3.66
Évaillé,3.66
Aïcirits-Camou-Suhast,4.18
Aïcirits-Camou-Suhast,4.18
Saint-Mamet-la-Salvetat,1.57
Saint-Mamet-la-Salvetat,1.28
Saint-Pé-de-Léren,4.13
Saint-Pé-de-Léren,4.08
Laudeux,-5.23
La Crouzille,-3.06
La Crouzille,-3.12
Orcival,-5.63
Orcival,-4.69
Ébreuil,-1.23
Ébreuil,-1.22
Saint-Angel,-3.23
Saint-Angel,-3.23
Hautefaye,2.25
Hautefaye,2.19
Vernols,-0.9
Vernols,-1.19
Sussac,1.05
Sussac,0.98
Auriolles,4.56
Auriolles,4.43
Bourgougnague,5.15
Bourgougnague,5.18
Semens,6.11
Semens,6.1
Nébouzat,-4.62
Nébouzat,-4.64
Saint-Pierre-Roche,-3.86
Saint-Pierre-Roche,-4.24
Cazoulès,2.98
Cazoulès,3.23
Saint-Michel-de-Lapujade,6.61
Saint-Michel-de-Lapujade,6.63
Fonqueyrade,3.44
Ludesse,-3.06
Ludesse,-2.77
Soustons,5.77
Soustons,5.86
Sarbazan,1.13
Sarbazan,1.12
Camou,4.08
Messanges,6.05
Messanges,6.09
Fère-Champenoise,3.7
Fère-Champenoise,3.67
Arrondissement de Nogent-sur-Seine,3.53
Nogent-sur-Seine,4.13
Nogent-sur-Seine,4.17
Mareuge,-5.7
Couteuges,0.07
Couteuges,0.11
Pignols,-2.99
Pignols,-2.93
Paillet,4.44
Paillet,4.44
Chamadelle,4.21
Chamadelle,4.21
Saint Aulaye-Puymangou,3.37
Saint-Aulaye,3.37
Droiturier,-0.93
Droiturier,-0.89
Saint-Sernin,4.13
Saint-Sernin,4.12
Naujac-sur-Mer,3.91
Naujac-sur-Mer,3.94
Verrières,-3.44
Verrières,-2.92
Hébert,8.51
Néhou,8.83
Néhou,8.75
Le Castelet,4.99
Saint-Aignan-de-Cramesnil,4.84
Saint-Aubin-sur-Mer,5.46
Saint-Aubin-sur-Mer,5.41
Charencey,4.05
Saint-Maurice-lès-Charencey,4.06
Arrondissement de Castellane,2.01
Castellane,3.14
Castellane,3.14
Abzac,4.35
Abzac,4.35
Brantôme en Périgord,5.99
Brantôme,6.01
Dolmayrac,5.56
Dolmayrac,5.32
Marnac,2.29
Marnac,2.29
Arrondissement de Château-Chinon (Ville),0.46
Château-Chinon (Ville),-1.34
Château-Chinon(Ville),-1.34
Donnay,4.12
Donnay,4.17
Tinchebray-Bocage,4.18
Tinchebray,4.1
Saint-Jean-d'Elle,4.18
Saint-Jean-des-Baisants,4.16
Heuland,4.62
Heuland,4.64
Arrondissement de Guingamp,5.33
Canihuel,4.98
Canihuel,4.83
Saint-Marc,-0.17
Saint-Marc,-0.37
Châteauneuf-sur-Loire,3.4
Châteauneuf-sur-Loire,3.4
Saint-Julien-Chapteuil,-3.03
Saint-Julien-Chapteuil,-2.91
Garrosse,3.56
Garrosse,3.58
Donnezac,3.89
Donnezac,3.87
Héloup,4.06
Héloup,4.1
Camembert,3.25
Camembert,3.34
Chênedouit,4.07
Chênedouit,3.87
Ifs,5.16
Ifs,5.28
Moutiers-au-Perche,3.99
Moutiers-au-Perche,4.19
Bias,3.4
Bias,3.42
Briscous,6.71
Briscous,6.96
Urcuit,7.13
Urcuit,7.02
Bidarray,6.06
Bidarray,6.08
Eaux-Bonnes,-1.3
Eaux-Bonnes,-1.3
Lahonce,7.07
Lahonce,6.88
Salies-de-Béarn,3.13
Salies-de-Béarn,2.96
Bidache,4.93
Bidache,4.86
Castetnau-Camblong,2.68
Castetnau-Camblong,2.66
Charritte-de-Bas,3.03
Charritte-de-Bas,3.06
Assouste,0.81
Arthez-de-Béarn,2.67
Arthez-de-Béarn,2.67
Maslacq,3.04
Maslacq,3.04
Boeil-Bezing,2.77
Boeil-Bezing,2.77
Biriatou,7.08
Biriatou,7.75
Saint-Pée-sur-Nivelle,7.36
Saint-Pée-sur-Nivelle,7.38
Ainharp,1.69
Ainharp,1.46
Navailles-Angos,2.66
Navailles-Angos,2.66
Espelette,6.57
Espelette,6.9
Soumoulou,2.42
Soumoulou,2.42
Gomer,2.51
Gomer,2.51
Buros,2.46
Buros,2.46
Saucède,3.15
Saucède,3.15
Irouléguy,4.74
Irouléguy,4.91
Uzein,3.08
Uzein,3.08
Itxassou,6.79
Itxassou,6.79
Abos,3.34
Abos,3.34
Larceveau-Arros-Cibits,5.55
Larceveau-Arros-Cibits,5.33
Saint-Cirgues-de-Malbert,1.06
Saint-Cirgues-de-Malbert,2.32
Grandrif,-2.62
Grandrif,-2.47
Saint-Père-sur-Loire,3.61
Saint-Père-sur-Loire,3.63
Jau-Dignac-et-Loirac,3.16
Jau-Dignac-et-Loirac,3.19
Chanonat,-2.91
Chanonat,-2.34
La Gratade,-5.5
Esquay-Notre-Dame,4.91
Esquay-Notre-Dame,4.96
Le Cheix,-4.23
Saint-Sauveur-Villages,7.96
Saint-Sauveur-Lendelin,7.91
Fougueyrolles,2.89
Fougueyrolles,2.89
Brugeailles,-0.99
Cabanac-et-Villagrains,2.9
Cabanac-et-Villagrains,2.9
La Mesnière,4.75
La Mesnière,4.62
Rônai,3.87
Rônai,4.07
Fontenay-le-Marmion,4.95
Fontenay-le-Marmion,5.15
Saint-Ouen-des-Besaces,4.46
Saint-Ouen-des-Besaces,4.38
Rimbaud,-4.01
Bénesse-Maremne,7.51
Bénesse-Maremne,7.56
La Lande-sur-Drôme,4.79
La Lande-sur-Drôme,4.82
Chaulieu,3.22
Chaulieu,3.3
Courtomer,1.95
Courtomer,1.85
Varaville,5.65
Varaville,5.63
Brunvillers-la-Motte,5.59
Brunvillers-la-Motte,5.59
Lascombes,-6.44
Merville-Franceville-Plage,5.6
Merville-Franceville-Plage,5.55
Gouttières,-4.12
Gouttières,-4.0
Saint-Clément-de-Régnat,-0.91
Saint-Clément-de-Régnat,-0.87
Arrondissement de Sedan,4.38
Carignan,4.41
Carignan,4.41
Le Pessin,-4.02
Lavigerie,-1.08
Lavigerie,-0.89
Bardais,0.38
La Breure,-2.95
Nangy,-1.58
Nangy,-1.73
Les Ribiers,-1.61
Pont-Évêque,2.16
Pont-Évêque,1.98
Paslières,-1.1
Paslières,-1.02
Barrot,-4.07
Lavaud,-4.35
Deneuille-lès-Chantelle,-1.33
Deneuille-lès-Chantelle,-1.35
Saint-Just-près-Brioude,-3.43
Saint-Just-près-Brioude,-2.58
Féroussac,-2.97
Vals-près-le-Puy,-1.63
Vals-près-le-Puy,-1.63
Saint-Cyr-sur-Mer,9.07
Saint-Cyr-sur-Mer,9.17
Portets,3.89
Portets,3.77
Bosdarros,2.51
Bosdarros,2.51
Agnos,2.59
Agnos,2.59
Lancey,0.99
Montcresson,3.23
Montcresson,3.18
Crèvecœur-le-Grand,5.16
Crèvecœur-le-Grand,5.16
Bassillac et Auberoche,4.78
Bassillac,5.16
Chancelade,4.73
Chancelade,4.78
Chandai,3.53
Chandai,3.54
Percy-en-Normandie,4.69
Percy,4.68
Bézenet,-1.43
Bézenet,-1.39
Castelnau-de-Médoc,3.67
Castelnau-de-Médoc,3.7
Cintheaux,4.71
Cintheaux,4.76
Les Brosses,-2.29
Dondas,4.6
Dondas,4.83
Le Poirier,3.39
Saucats,2.75
Saucats,2.79
Saint-Antoine-de-Breuilh,3.59
Saint-Antoine-de-Breuilh,3.72
Chavanon,-1.37
Auriac-lÉglise,-2.89
Auriac-l'Église,-3.23
Cistrières,-4.02
Cistrières,-3.92
Buisson,-4.73
Toiras,-3.8
Laveissière,-0.09
Laveissière,-0.09
Mazaye,-3.97
Mazaye,-3.8
Auzers,0.89
Auzers,0.89
Saint-Bonnet-le-Chastel,-4.57
Saint-Bonnet-le-Chastel,-4.57
Linxe,4.95
Linxe,4.94
Cursan,3.58
Cursan,3.78
Cabirat,2.58
Sainte-Foy-la-Longue,7.35
Sainte-Foy-la-Longue,7.35
Domme,2.36
Domme,2.36
Le Pizou,3.38
Le Pizou,3.38
Eygurande-et-Gardedeuil,3.24
Eygurande-et-Gardedeuil,3.24
Monbahus,6.05
Monbahus,6.06
Granges-d'Ans,2.88
Granges-d'Ans,3.03
Civeyrac,-2.79
Saint-Macaire,7.39
Saint-Macaire,7.23
Barie,8.08
Barie,8.08
Saint-Pierre-d'Aurillac,7.76
Saint-Pierre-d'Aurillac,7.61
Peslières,-4.51
Peslières,-4.13
Arrondissement de Millau,4.11
Paulhe,4.33
Paulhe,4.01
Saint-Vivien-de-Blaye,4.14
Saint-Vivien-de-Blaye,4.14
La Pigeonie,3.93
Longuesaigne,-1.08
Saint-Jean-de-Marsacq,5.26
Saint-Jean-de-Marsacq,5.3
Saugnac-et-Cambran,3.28
Saugnac-et-Cambran,3.32
Saint-Lon-les-Mines,3.86
Saint-Lon-les-Mines,3.95
Cheux,4.93
Cheux,4.92
Notre-Dame-d'Estrées-Corbon,4.65
Notre-Dame-d'Estrées,5.17
Montigny,4.44
Montigny,4.44
Saint-Germain-d'Aunay,2.6
Saint-Germain-d'Aunay,2.6
Bourgeauville,4.88
Bourgeauville,4.94
Lieury,5.14
Campigny,5.14
Campigny,5.07
Bény-sur-Mer,5.09
Bény-sur-Mer,5.08
Thue et Mue,5.09
Bretteville-l'Orgueilleuse,5.1
Saint-Martin-aux-Chartrains,5.43
Saint-Martin-aux-Chartrains,5.44
Le Molay-Littry,5.15
Le Molay,5.12
Danestal,5.22
Danestal,5.22
Longny les Villages,4.25
Longny-au-Perche,4.39
Villers-Bocage,4.4
Villers-Bocage,4.43
Maulette,4.75
Maulette,4.9
Château-Renault,4.28
Château-Renault,4.41
Arrondissement de La Châtre,1.59
Montipouret,1.66
Montipouret,1.66
Arrondissement d'Issoudun,2.18
Vatan,2.78
Vatan,2.85
Les Cresnays,5.82
Les Cresnays,5.89
Beaumont-le-Roger,4.51
Beaumont-le-Roger,4.86
Lormaye,4.83
Lormaye,4.83
Collandres,-0.7
Collandres,-0.7
Espeyrac,2.9
Espeyrac,3.67
Espinassouze,-5.5
Les Rioux,-3.59
Chavagnac,-1.13
Chavagnac,-1.13
Pouzol,-0.11
Étroussat,-0.74
Étroussat,-0.7
Goos,3.09
Goos,3.05
Saint-Vincent-de-Tyrosse,5.67
Saint-Vincent-de-Tyrosse,7.52
Gans,7.83
Gans,7.57
La Salvetat,0.85
Hastingues,4.72
Hastingues,4.72
Lusclade,-0.57
Petit-Bersac,3.71
Petit-Bersac,3.71
Abjat-sur-Bandiat,5.49
Abjat-sur-Bandiat,5.5
Chougoirand,-5.07
L'Argillier,-6.26
Arrondissement de Château-Salins,2.94
Zommange,2.92
Zommange,2.92
Guébling,2.92
Guébling,2.92
Chez Fayard,-3.25
Saint-Priest-des-Champs,-4.57
Saint-Priest-des-Champs,-4.46
Saint-Georges-de-Mons,-3.67
Saint-Georges-de-Mons,-3.91
Marcenat,-0.32
Marcenat,-0.78
Crevant-Laveine,-0.9
Crevant-Laveine,-0.97
La Charère,-2.04
Saint-André-le-Coq,-0.89
Saint-André-le-Coq,-0.85
Parcoul-Chenaud,4.03
Parcoul,4.03
Saint-Laurent-du-Bois,7.55
Saint-Laurent-du-Bois,7.52
Paunat,2.62
Paunat,2.87
Saint-Caprais-de-Bordeaux,3.2
Saint-Caprais-de-Bordeaux,3.28
Assat,2.82
Assat,2.82
Vic-en-Bigorre,3.33
Vic-en-Bigorre,3.33
Saint-Martin-de-Villeréal,3.62
Saint-Martin-de-Villeréal,3.62
Verdelais,6.31
Verdelais,6.35
Marcillac,3.82
Marcillac,3.81
Eymet,4.33
Eymet,4.31
Feugarolles,5.38
Feugarolles,5.69
Le Monteil,2.78
Cagnotte,3.93
Cagnotte,3.93
Labastide-Cézéracq,3.32
Labastide-Cézéracq,3.32
Arrondissement de Parthenay,2.76
Ménigoute,3.25
Ménigoute,3.19
Coufouleux,6.54
Coufouleux,6.62
La Chapelle-Verlaine,4.96
Le Fresne-Poret,3.66
Le Fresne-Poret,3.77
Brucourt,5.6
Brucourt,5.68
Saussemesnil,8.22
Saussemesnil,8.1
Hamars,4.25
Hamars,4.27
Pont-du-Château,-1.19
Pont-du-Château,-1.19
Capdrot,2.77
Capdrot,2.78
Grun-Bordas,3.29
Grun-Bordas,3.63
Arrondissement de Briey,3.79
Gondrecourt-Aix,3.67
Gondrecourt,3.69
Rageade,-0.95
Rageade,-1.3
Mauvagnat,-3.56
Parfondeval,4.66
Parfondeval,4.69
Montval-sur-Loir,4.87
Château-du-Loir,4.92
Échenevex,-2.73
Échenevex,-2.24
Troisgots,4.69
Troisgots,4.64
Angoville-au-Plain,8.78
Angoville-au-Plain,8.75
Thenon,3.55
Thenon,3.11
Boënat,-3.21
Alles-sur-Dordogne,2.14
Alles-sur-Dordogne,2.14
Ravenoville,8.87
Ravenoville,8.82
Golleville,8.73
Golleville,8.74
Pleine-Selve,3.42
Pleine-Selve,3.51
Vielle-Tursan,2.37
Vielle-Tursan,2.38
Manglieu,-1.73
Manglieu,-1.73
Champétières,-1.99
Champétières,-2.21
Sames,4.86
Sames,4.79
Saint-André-du-Bois,6.68
Saint-André-du-Bois,6.96
Villebret,-2.09
Villebret,-2.2
Saint-Girons,5.07
Saint-Ennemond,0.12
Saint-Ennemond,0.18
Queuille,-3.55
Queuille,-3.69
Ambacourt,3.08
Saint-Nazaire-en-Royans,1.72
Saint-Nazaire-en-Royans,1.66
Saint-Vaast-sur-Seulles,4.9
Saint-Vaast-sur-Seulles,4.99
Poretto,8.12
Montaigut-le-Blanc,-2.27
Montaigut-le-Blanc,-2.32
Pont-Salomon,-1.82
Pont-Salomon,-1.76
Églisolles,-3.32
Églisolles,-3.36
L'Eclause,-4.6
La Croix,-1.24
Badefols-d'Ans,2.03
Badefols-d'Ans,2.34
Beauregard-de-Terrasson,2.96
Beauregard-de-Terrasson,2.6
Nonette-Orsonnette,-1.9
Nonette,-1.93
La Chapelle,-1.15
La Chapelle,-0.86
Cours,4.72
Cours,4.72
Cavarc,3.47
Cavarc,3.43
Ronaye,-5.06
Lamothe,-1.82
Lamothe,-1.82
Troupenat,-4.08
Goélat,-1.66
Durtol,-2.44
Durtol,-2.33
Étréham,5.49
Étréham,5.49
Arette,1.93
Arette,1.93
Bellou-en-Houlme,3.93
Bellou-en-Houlme,3.93
La Porcherie,4.03
Puissochet,-2.09
Châteldon,-0.88
Châteldon,-0.75
