Ville,Temperature
Espirat,-1.08
Espirat,-1.12
Belval,8.02
Belval,7.86
Hyenville,8.31
Hyenville,8.27
Noirpalu,4.45
Boisset-les-Prévanches,4.99
Boisset-les-Prévanches,4.97
Saint-Front-d'Alemps,3.76
Saint-Front-d'Alemps,3.85
Le Mesnil-Ozenne,4.53
Le Mesnil-Ozenne,4.5
Villebaudon,4.61
Villebaudon,4.4
Savigny-le-Vieux,5.84
Savigny-le-Vieux,5.72
Saint-Aubin,2.47
Saint-Aubin,2.47
Saint-André-d'Allas,2.2
Saint-André-dAllas,2.2
Fontfreide,-4.36
Larodde,-3.92
Larodde,-3.92
Lantabat,5.52
Lantabat,5.5
Ambricourt,6.11
Ambricourt,6.07
Belhade,1.09
Belhade,1.1
Le Brethon,-1.24
Le Brethon,-1.35
Meuvaines,5.4
Meuvaines,5.37
Grandchamp-le-Château,5.16
Grandchamp-le-Château,5.16
Ponson-Dessus,2.09
Ponson-Dessus,2.09
Saint-Sauveur-de-Carrouges,3.88
Saint-Sauveur-de-Carrouges,3.64
Langy,0.05
Langy,-0.02
Sainte-Thérence,-2.05
Sainte-Thérence,-2.05
Roumégoux,2.03
Roumégoux,1.85
Cayrols,2.29
Cayrols,2.29
Vaux-sur-Aure,5.25
Vaux-sur-Aure,5.25
Saint-Victor-Malescours,-2.68
Saint-Victor-Malescours,-3.08
Masquières,4.83
Masquières,4.76
Orsonnette,-1.43
Orsonnette,-1.47
Cette-Eygun,3.02
Cette-Eygun,3.02
Bretteville-sur-Dives,5.14
Bretteville-sur-Dives,5.2
Avernes-sous-Exmes,2.15
Avernes-sous-Exmes,1.69
Moidrey,5.37
Espès-Undurein,2.81
Espès-Undurein,2.82
Vieure,-0.99
Vieure,-0.93
La Ferrière-aux-Étangs,3.73
La Ferrière-aux-Étangs,3.73
Espinat,2.31
Roannes-Saint-Mary,1.94
Roannes-Saint-Mary,2.16
Beaune-sur-Arzon,-3.38
Beaune-sur-Arzon,-3.36
Fauroux,-0.33
Antignac,2.75
Antignac,2.45
Sainte-Mondane,4.75
Sainte-Mondane,4.75
Sauveterre-la-Lémance,5.36
Sauveterre-la-Lémance,5.42
Saint-Martin-d'Arrossa,4.87
Saint-Martin-d'Arrossa,5.69
Aurions-Idernes,2.84
Aurions-Idernes,2.84
Frenière Grand,-1.89
Saint-Denis-sur-Huisne,4.36
Saint-Denis-sur-Huisne,4.42
Cottun,5.15
Cottun,5.17
Tazilly,0.23
Tazilly,0.17
Herqueville,7.97
Herqueville,7.79
La Chapelle-Faucher,4.29
La Chapelle-Faucher,4.12
Pontiacq-Viellepinte,2.13
Pontiacq-Viellepinte,2.13
Préchacq-Josbaig,2.91
Préchacq-Josbaig,2.91
Galapian,5.66
Galapian,5.54
Valsemé,4.62
Valsemé,4.86
Saint-Cricq-Villeneuve,1.95
Saint-Cricq-Villeneuve,2.0
Ozourt,2.92
Ozourt,2.86
Pierrefitte-en-Cinglais,4.03
Pierrefitte-en-Cinglais,3.86
Montgaroult,4.07
Montgaroult,4.18
Campandré-Valcongrain,3.52
Campandré-Valcongrain,3.54
Audéjos,2.96
Équilly,4.65
Équilly,4.75
Le Vrétot,8.49
Le Vrétot,8.43
Gouvets,4.36
Gouvets,4.48
Saint-Laurent-la-Vallée,0.87
Saint-Laurent-la-Vallée,0.9
Durcet,3.77
Durcet,3.77
Monsec,2.9
Monsec,2.98
Le Vert,-2.53
Champagne-et-Fontaine,2.55
Champagne,2.55
Valignat,-2.07
Valignat,-2.16
Montfand,-0.49
Saint-Amant-Roche-Savine,-5.27
Saint-Amant-Roche-Savine,-4.82
Montgaudry,4.92
Montgaudry,4.96
Peyrat,2.46
Cornet,-3.97
Borne,-2.51
Borne,-2.28
Chazemais,-1.04
Chazemais,-1.19
Freissinières,-0.17
Freissinières,-0.32
Saint-Quintin-sur-Sioule,-1.44
Saint-Quintin-sur-Sioule,-1.53
Saint-Plaisir,-0.3
Saint-Plaisir,-0.45
Maisoncelles-la-Jourdan,3.88
Maisoncelles-la-Jourdan,3.88
Tortisambert,3.99
Tortisambert,3.98
Lingeard,4.31
Lingeard,4.06
Montgardon,8.16
Montgardon,8.15
Coirac,6.1
Coirac,5.93
Saint-Vitte-sur-Briance,1.69
Saint-Vitte-sur-Briance,1.64
Loucelles,5.08
Loucelles,4.97
Moncy,4.26
Moncy,4.18
Chambillon,4.71
Cormède,-0.98
Vernix,5.23
Vernix,5.22
Le Valdécie,8.23
Le Valdécie,8.23
Saint-Agoulin,-2.1
Saint-Agoulin,-2.2
Tiranges,-2.99
Tiranges,-3.1
Sauméjan,6.6
Sauméjan,6.63
Meillers,-1.54
Meillers,-1.4
La Pichotière,4.41
Maubuisson,3.25
Le Grand Châtel,-2.97
Saint-Martin-d'Ardèche,1.93
Saint-Martin-d'Ardèche,1.7
L'Ormeau,4.89
Chambezon,-3.18
Chambezon,-2.29
Cuissai,4.29
Cuissai,4.27
Épreville-en-Lieuvin,4.61
Épreville-en-Lieuvin,4.61
Lachaud,-4.58
Blignicourt,5.47
Blignicourt,5.36
Le Mesnil-Eury,6.7
Le Mesnil-Eury,7.04
Saint-Jacques-de-Néhou,8.36
Saint-Jacques-de-Néhou,8.38
Bassignac,2.64
Bassignac,2.64
Fauguernon,4.94
Fauguernon,4.8
Saint-Christophe-sur-Dolaison,-2.1
Saint-Christophe-sur-Dolaison,-2.11
Charraix,-0.53
Charraix,-0.31
Firfol,4.78
Firfol,4.78
Védrines,-2.71
Le Vigean,1.4
Le Vigean,1.45
Chézy,0.07
Chézy,0.08
Aubry-le-Panthou,2.09
Aubry-le-Panthou,2.39
Saint-Ursin,4.78
Saint-Vivien-de-Monségur,6.03
Saint-Vivien-de-Monségur,5.93
Velzic,1.49
Velzic,1.23
Magny-le-Freule,5.55
Magny-le-Freule,5.53
Saint-Avit,6.51
Saint-Avit,6.52
Bussières-et-Pruns,-1.13
Bussières-et-Pruns,-1.11
Perrier,2.82
Camprond,7.37
Camprond,7.34
Varenguebec,8.63
Varenguebec,8.73
Braffais,4.54
Braffais,4.38
Pagolle,2.89
Pagolle,3.38
Curey,5.3
Mesnil-Clinchamps,4.54
Mesnil-Clinchamps,4.51
Parlan,2.19
Parlan,2.16
Saint-Martin-le-Bouillant,4.37
Saint-Martin-le-Bouillant,4.23
Saint-Aubin-de-Terregatte,5.19
Saint-Aubin-de-Terregatte,4.96
Lespourcy,2.05
Lespourcy,2.05
Parbayse,3.23
Parbayse,3.23
Saint-Pierre-de-Bailleul,5.34
Saint-Pierre-de-Bailleul,5.33
Saint-Illide,2.39
Saint-Illide,1.9
Bostens,1.85
Bostens,1.93
La Rivière-Saint-Sauveur,5.7
La Rivière-Saint-Sauveur,5.7
Meurival,2.78
Meurival,3.24
Coltines,-0.21
Coltines,-0.14
La Boulouze,4.26
Claracq,2.34
Claracq,2.7
Arrondissement de Langres,1.77
Heuilley-Cotton,2.56
Heuilley-Cotton,2.45
Bizeneuille,-0.88
Bizeneuille,-0.77
Limeuil,1.91
Boissei-la-Lande,4.33
Boissei-la-Lande,4.34
Saint-Julien-de-Mailloc,5.05
Saint-Julien-de-Mailloc,5.15
Laprugne,-2.53
Laprugne,-2.57
Bigot,2.89
Condeau,4.63
Condeau,4.63
Tamniès,4.63
Tamniès,4.63
Vieux-Mareuil,2.81
Vieux-Mareuil,2.81
Houtteville,8.61
Houtteville,8.67
La Varde,8.43
Teurthéville-Hague,8.48
Teurthéville-Hague,8.46
Cassignas,4.92
Cassignas,4.92
Saint-Victor-Montvianeix,-3.09
Saint-Victor-Montvianeix,-2.87
Laville-aux-Bois,2.21
Laville-aux-Bois,2.3
Vignats,4.61
Vignats,4.68
Saint-Étienne-de-Fougères,6.31
Saint-Étienne-de-Fougères,6.27
Écrammeville,5.44
Écrammeville,5.38
Fleuriel,-1.33
Fleuriel,-1.38
Saint-Martin-de-Fressengeas,3.06
Saint-Martin-de-Fressengeas,2.97
Rimbez-et-Baudiets,4.31
Rimbez-et-Baudiets,4.31
Aubas,3.93
Aubas,4.29
Saint-Romain-de-Monpazier,2.77
Saint-Romain-de-Monpazier,2.76
Rubercy,5.42
Rubercy,5.32
Sallen,4.58
Sallen,4.63
Vialer,3.22
Vialer,3.22
Mameas,-3.07
Beurières,-1.49
Beurières,-2.33
Monheurt,6.72
Monheurt,6.73
Coubjours,2.64
Coubjours,2.75
Suré,5.05
Suré,4.98
Olmet,1.25
Les Cottes,-4.85
Fontenai-les-Louvets,3.26
Fontenai-les-Louvets,3.25
Cleebourg,2.84
Cleebourg,2.84
Cussy-la-Colonne,-2.18
Cussy-la-Colonne,-1.98
Lanques-sur-Rognon,2.22
Lanques-sur-Rognon,2.32
Valence-en-Poitou,3.35
Couhé,3.35
Solignac-sous-Roche,-2.29
Solignac-sous-Roche,-2.38
Saint-Maurice-près-Pionsat,-3.74
Saint-Maurice-près-Pionsat,-3.74
Mondy,3.15
Saonnet,5.31
Saonnet,5.36
Saint-Geneys-près-Saint-Paulien,-3.43
Saint-Geneys-près-Saint-Paulien,-3.4
Planquery,4.79
Planquery,4.91
Les Martres-d'Artière,-0.99
Les Martres-dArtière,-0.94
Ménil-Vin,4.45
Ménil-Vin,4.65
L'Orée-d'Écouves,3.61
Livaie,3.53
La Cout,-2.1
Chanteduc,-5.74
Saint-Martin-de-Bonfossé,4.88
Saint-Martin-de-Bonfossé,4.77
Villefranche-de-Lonchat,2.52
Villefranche-de-Lonchat,2.68
Espéchède,2.11
Espéchède,2.11
Les Tardes,0.13
Lanxade,2.61
Saffloz,-2.92
Saffloz,-2.91
Saint-Pierre-de-Mailloc,5.05
Saint-Pierre-de-Mailloc,5.16
Bréel,4.59
Bréel,4.66
Cours-les-Bains,6.8
Cours-les-Bains,6.75
Hérenguerville,8.13
Hérenguerville,8.02
Aroue-Ithorots-Olhaïby,3.07
Aroue-Ithorots-Olhaïby,3.08
Viven,3.14
Viven,3.14
Ajoncourt,3.16
Ajoncourt,3.14
Arrondissement d'Argelès-Gazost,-3.24
Arcizans-Avant,0.36
Arcizans-Avant,0.36
Saint-Félix-de-Villadeix,2.43
Saint-Félix-de-Villadeix,2.61
Le Chefresne,4.36
Le Chefresne,4.36
Aubazat,1.06
Aubazat,1.18
Échassières,-3.19
Échassières,-3.19
Orgères,4.83
Jouy-en-Argonne,4.06
Jouy-en-Argonne,3.96
Soual,6.11
Saint-Pierre-Azif,5.33
Saint-Pierre-Azif,5.28
Dannemarie,4.87
Dannemarie,4.89
Estérençuby,3.13
Estérençuby,3.13
Marchemaisons,4.92
Marchemaisons,4.78
Le Pie,-2.47
Crouzol,-1.7
La Coulonche,3.49
La Coulonche,3.49
Fresville,8.8
Fresville,8.71
Saint-Maurice-de-Lestapel,6.14
Saint-Maurice-de-Lestapel,6.18
Saint-Lô-d'Ourville,8.52
Saint-Lô-d'Ourville,8.52
Grézet-Cavagnan,7.29
Grézet-Cavagnan,7.35
Angous,2.62
Angous,2.58
Monieux,-3.16
Monieux,-3.08
Saint-Étienne-de-Carlat,1.14
Saint-Étienne-de-Carlat,1.04
Saint-Denis-le-Gast,7.53
Saint-Denis-le-Gast,7.24
Sindères,3.36
Sindères,3.35
Vazeilles-près-Saugues,-1.08
Vazeilles-près-Saugues,-0.89
Taizy,4.73
Taizy,4.84
Saint-Pierre-Laval,-0.74
Saint-Pierre-Laval,-0.73
Le Rouget-Pers,2.31
Le Rouget,2.21
Saint-Préjet-d'Allier,-0.5
Saint-Préjet-d'Allier,-0.02
Cellière,-1.15
Saint-Martin-sous-Vigouroux,-0.06
Saint-Martin-sous-Vigouroux,1.1
Vèze,-5.91
Vèze,-5.91
Vouharte,2.68
Vouharte,2.59
Saint-Christophe-de-Chaulieu,3.42
Saint-Christophe-de-Chaulieu,3.58
Sainte-Foy-de-Belvès,0.44
Sainte-Foy-de-Belvès,-0.67
Estigarde,3.35
Estigarde,3.35
Andiran,5.05
Andiran,4.92
Roffiac,0.57
Roffiac,0.7
Sainte-Croix-Hague,7.95
Sainte-Croix-Hague,7.89
Cachen,2.27
Cachen,2.24
Gandelain,3.85
Gandelain,4.54
Saint-Genès-de-Blaye,4.24
Saint-Genès-de-Blaye,4.19
Saint-Jory-las-Bloux,3.56
Saint-Jory-las-Bloux,3.49
Saint-Léon-sur-Vézère,4.75
Saint-Léon-sur-Vézère,5.13
Combet,5.49
Saint-Nicolas-des-Laitiers,2.03
Saint-Nicolas-des-Laitiers,2.1
Chalagnac,2.93
Chalagnac,2.88
Saint-Denis-de-Mailloc,4.69
Saint-Denis-de-Mailloc,5.12
Buziet,1.92
Buziet,1.92
Saint-Pierre-d'Arthéglise,8.05
Saint-Pierre-d'Arthéglise,7.87
Le Plantis,4.59
Le Plantis,4.61
Hourtin-Plage,3.21
Lusignan-Petit,4.8
Lusignan-Petit,4.8
Laguinge-Restoue,2.28
Laguinge,2.54
Ménil-Erreux,4.75
Ménil-Erreux,4.68
Les Brugues,4.26
La Corbette,1.79
Labey,2.53
Venteuges,-0.07
Venteuges,-0.21
Rumesnil,5.28
Rumesnil,5.3
Marpaps,2.59
Marpaps,2.46
Lacquy,2.1
Lacquy,2.14
Saint-Sulpice-de-Guilleragues,6.16
Saint-Sulpice-de-Guilleragues,6.26
Courbiac,4.76
Courbiac,5.12
Montrabot,4.68
Montrabot,4.81
Saint-Ellier-les-Bois,3.92
Saint-Ellier-les-Bois,3.99
Le Vieux Bourg,2.0
Parleboscq,3.91
Parleboscq,3.67
Courgeoût,4.5
Courgeoût,4.5
Brezons,-0.33
Brezons,0.7
Gourette,-5.2
Saint-Étienne-du-Gué-de-l'Isle,5.52
Saint-Étienne-du-Gué-de-l'Isle,5.5
Margueray,4.28
Margueray,4.21
Montaiguët-en-Forez,-0.47
Montaiguët-en-Forez,-0.57
La Boutellière,-1.67
Tourliac,3.26
Tourliac,3.11
Saint-Martin-de-Tallevende,4.22
Lacarry-Arhan-Charritte-de-Haut,2.41
Lacarry,2.33
Courgoul,-3.86
Courgoul,-2.94
Loubejac,4.58
Loubejac,4.49
Allas-les-Mines,2.32
Allas-les-Mines,2.7
Les Fourches,-2.61
Coignet,-3.71
Saint-Fulgent-des-Ormes,5.35
Saint-Fulgent-des-Ormes,5.35
Courcerault,4.09
Courcerault,4.36
Thiolières,-2.24
Thiolières,-3.68
Bourdalat,2.38
Bourdalat,2.27
Lempzours,3.63
Lempzours,3.76
Sainte-Opportune,3.83
Sainte-Opportune,3.83
Aussurucq,2.78
Aussurucq,2.79
Le Mesnil-Opac,4.75
Le Mesnil-Opac,4.65
Saint-Julien-d'Eymet,3.27
Saint-Julien-d'Eymet,3.17
Beynac-et-Cazenac,2.66
Beynac-et-Cazenac,2.66
Giscos,6.32
Giscos,6.31
Lamnay,3.4
Lamnay,3.49
La Ferté-Saint-Aubin,3.54
La Ferté-Saint-Aubin,3.54
Dévillac,4.5
Dévillac,4.3
Boussès,5.14
Boussès,5.14
Croix d'Hins,2.44
La Charbonnière,4.04
Juvigny-sur-Loison,4.33
Juvigny-sur-Loison,4.32
Saint-Barthélemy-de-Bussière,2.42
Saint-Barthélemy-de-Bussière,2.94
Marcillac-Saint-Quentin,4.13
Marcillac-Saint-Quentin,3.76
Mont-Disse,3.32
Mont-Disse,3.11
Heurtevent,4.17
Heurtevent,4.24
Mantilly,5.29
Mantilly,5.41
Saint-Quentin-en-Tourmont,6.93
Saint-Quentin-en-Tourmont,6.95
Orpierre,-0.77
Orpierre,-0.38
La Chapelaude,-0.53
La Chapelaude,-0.41
Saint-Gabriel-Brécy,5.33
Saint-Gabriel-Brécy,5.31
Bourlens,5.35
Bourlens,5.39
Saint-Étienne-sur-Usson,-3.89
Saint-Étienne-sur-Usson,-4.05
Herré,3.72
Herré,3.73
Mayac,3.81
Mayac,4.01
Beaubie,-6.1
Saint-Gor,2.84
Saint-Gor,2.9
Gouffern en Auge,4.14
Silly-en-Gouffern,4.22
Sept-Forges,5.86
Sept-Forges,5.86
Nassigny,-0.72
Nassigny,-0.5
Badailhac,-0.15
Badailhac,-0.03
Drugeac,1.63
Drugeac,2.73
Saint-Marcory,2.7
Saint-Marcory,2.75
Farges,-0.54
L'Épinay-le-Comte,5.53
L'Épinay-le-Comte,5.53
Boischampré,4.33
Saint-Christophe-le-Jajolet,4.33
Sommecaise,2.62
Sommecaise,2.62
Cerzat,0.24
Alçay-Alçabéhéty-Sunharette,2.64
Alçay,2.6
Mésangy,0.55
Bonnefond,-4.21
Saubole,2.01
Saubole,2.01
Ozenx-Montestrucq,2.59
Ozenx-Montestrucq,2.64
Téoulé,5.98
Armendarits,4.6
Armendarits,4.65
Angey,4.76
Angey,4.74
Loubens,6.58
Loubens,6.58
Saint-André-de-Messei,4.1
Saint-André-de-Messei,4.1
Vierzon-Village,2.77
Chapdeuil,3.36
Chapdeuil,3.5
Saint-Voir,0.17
Saint-Voir,0.13
Laféline,-1.63
Laféline,-1.59
Hanviller,2.03
Hanviller,2.68
Le Grippon,4.76
Champcervon,4.67
Arget,2.67
Arget,2.67
Saint-Quentin-les-Chardonnets,4.04
Saint-Quentin-les-Chardonnets,4.05
Saint-Crépin-de-Richemont,3.34
Saint-Crépin-de-Richemont,3.33
Lème,2.61
Lème,2.61
Cricqueville-en-Auge,5.66
Cricqueville-en-Auge,5.6
La Cochère,1.92
La Cochère,1.95
Foulognes,4.68
Foulognes,4.69
Castelner,2.32
Castelner,2.32
Deux-Jumeaux,5.21
Deux-Jumeaux,5.19
Chèvreville,5.97
Chèvreville,6.08
Séneujols,-2.58
Séneujols,-2.6
Rauret,-4.14
Rauret,-4.34
Saint-Sulpice-de-Roumagnac,3.11
Saint-Sulpice-de-Roumagnac,3.24
La Garde,-2.46
Bagnard,-5.22
Barraute-Camu,3.3
Barraute-Camu,3.25
Montfiquet,4.58
Montfiquet,4.61
Les Brunets,0.06
Capdenac,4.56
Capdenac,4.62
Boubas,-2.82
Écorches,3.99
Écorches,4.07
Saint-Romain-le-Noble,4.81
Saint-Romain-le-Noble,5.0
Brouqueyran,6.92
Brouqueyran,6.91
Le Mesnil-Amey,5.28
Le Mesnil-Amey,5.11
Tanques,4.42
Tanques,4.4
Saint-Gal-sur-Sioule,-1.98
Saint-Gal-sur-Sioule,-1.58
Beaulandais,5.69
Beaulandais,5.69
Ayrens,2.06
Ayrens,2.15
Sainte-Marie-de-Chignac,4.14
Sainte-Marie-de-Chignac,4.18
Espiute,3.52
Espiute,3.51
Cladech,1.67
Cladech,1.65
Monts-sur-Orne,4.29
Goulet,4.35
Anoye,2.79
Anoye,2.79
Gergovie,-2.64
Tailleville,5.22
Saint-Avit-de-Vialard,2.45
Saint-Avit-de-Vialard,2.43
Bazeilles-sur-Othain,4.01
Bazeilles-sur-Othain,4.2
Saint-Jacques-d'Ambur,-3.54
Saint-Jacques-d'Ambur,-3.65
Montasseaut,-2.85
Saint-Martin-de-Brômes,1.57
Saint-Martin-de-Brômes,1.74
Château-sur-Cher,-2.38
Château-sur-Cher,-2.38
Taron-Sadirac-Viellenave,2.73
Taron-Sadirac-Viellenave,2.73
La Ségalassière,2.21
La Ségalassière,2.15
Les Moitiers-d'Allonne,8.06
Les Moitiers-d'Allonne,8.01
Méallet,1.59
Méallet,1.59
Saint-Georges-d'Aurac,0.14
Saint-Georges-d'Aurac,-0.03
Milhac-de-Nontron,3.32
Milhac-de-Nontron,3.31
Espeytavi,-0.02
Saint-Martin-d'Aubigny,8.41
Saint-Martin-d'Aubigny,8.41
Sainte-Colombe-en-Bruilhois,4.2
Sainte-Colombe-en-Bruilhois,4.03
Saint-Jean-de-Livet,3.52
Saint-Jean-de-Livet,3.52
Lussat,-0.97
Lussat,-0.97
Valojoulx,4.62
Valojoulx,3.37
Crasville,8.6
Crasville,8.63
Poussy-la-Campagne,5.28
Poussy-la-Campagne,5.22
Lérable,4.83
Maspie-Lalonquère-Juillacq,2.63
Maspie-Lalonquère-Juillacq,2.63
Coulmer,2.11
Coulmer,2.13
Roumagnac,3.01
Tinlhat,-1.43
Vauzelle,-2.43
Maillères,2.01
Maillères,1.96
Villedieu-lès-Bailleul,4.58
Villedieu-lès-Bailleul,4.55
Lubilhac,-4.37
Lubilhac,-4.2
Chez Fauroux,-1.17
Urdos,0.96
Urdos,0.96
Castifao,4.49
Castifao,4.32
Liernolles,0.06
Liernolles,0.06
Saint-Aubin-d'Appenai,4.56
Saint-Aubin-d'Appenai,4.69
Largelier,-1.65
Anzat-le-Luguet,-6.02
Anzat,-6.21
Saint-Germain-de-Tournebut,8.64
Saint-Germain-de-Tournebut,8.64
Franchesse,-0.67
Franchesse,-0.63
Chauvency-Saint-Hubert,4.15
Chauvency-Saint-Hubert,4.15
Sainte-Croix-de-Mareuil,2.6
Sainte-Croix-de-Mareuil,2.65
Schneckenbusch,2.69
Schneckenbusch,2.8
Rochepaule,-2.61
Rochepaule,-3.07
Sainte-Croix-de-Saint-Lô,4.82
Cabidos,2.67
Cabidos,2.67
Les Châtaigniers,8.51
Montgothier,5.08
Saint-Étienne-sur-Blesle,-3.54
Saint-Étienne-sur-Blesle,-3.54
Godisson,1.64
Godisson,1.76
Saint-Germain-de-la-Coudre,3.46
Saint-Germain-de-la-Coudre,3.75
Neuville-sur-Touques,2.52
Neuville-sur-Touques,2.52
Saint-Michel-des-Andaines,5.38
Saint-Michel-des-Andaines,5.38
Anglards-de-Salers,0.76
Anglards-de-Salers,2.43
Saint-Junien-la-Bregère,2.08
Saint-Junien-la-Bregère,1.97
Valbeleix,-6.42
Valbeleix,-4.1
La Fourneillerie,4.18
Chanet,-1.25
Castet,1.49
Castet,1.43
Mifaget,2.11
La Brugère,-5.18
Pouilloux,-2.21
Le Parc,4.4
Sainte-Pience,4.48
Saint-Martin-le-Gréard,8.24
Saint-Martin-le-Gréard,8.18
Fugères,-4.63
Saint-Gervais-sous-Meymont,-2.39
Saint-Gervais-sous-Meymont,-2.39
Saint-Vincent-de-Lamontjoie,4.32
Saint-Vincent-de-Lamontjoie,4.14
Ambrus,5.84
Ambrus,5.84
Gourbesville,8.76
Gourbesville,8.78
Garlède-Mondebat,2.61
Garlède,2.61
Les Perques,8.0
Les Perques,8.22
Labescau,6.97
Labescau,6.91
Autrac,-4.23
Autrac,-4.09
Fareille,-1.18
Les Bouchauds,-3.94
Saint-Projet-de-Salers,0.42
Saint-Projet-de-Salers,0.64
Lavialle,-3.24
Bassillon-Vauzé,2.89
Bassillon-Vauzé,3.04
Grèzes,-0.36
Grèzes,-0.78
La Genevraie,1.58
La Genevraie,1.58
Rentières,-3.59
Rentières,-3.59
Courtines,-0.47
Sainte-Croix,2.51
Sainte-Croix,2.52
Melzac,2.3
Saint-Gervais-des-Sablons,3.9
Saint-Gervais-des-Sablons,3.89
Serres,-0.44
Lucbardez-et-Bargues,1.91
Lucbardez-et-Bargues,1.94
Esteil,-3.34
Esteil,-3.34
Quinsac,3.6
Quinsac,3.3
Vicques,5.27
Vicques,5.23
Frugières-le-Pin,-2.58
Frugières-le-Pin,-2.36
Les Pérards,0.32
Marmont-Pachas,4.68
Marmont-Pachas,4.64
Novacelles,-2.09
Novacelles,-1.67
Le Vey,4.96
Le Vey,5.12
Sénoville,8.31
Sénoville,8.31
Neuilly-le-Malherbe,4.83
Saint-Géraud,5.55
Saint-Géraud,5.38
Saint-Michel-de-Villadeix,2.33
Saint-Michel-de-Villadeix,2.38
Vergoncey,4.58
Vergoncey,4.53
Saint-Michel-des-Loups,4.3
Euvy,0.45
Toulat,1.51
Champ-du-Boult,3.55
Champ-du-Boult,3.4
Saint-Pierre-des-Loges,1.94
Saint-Pierre-des-Loges,1.97
Suhescun,4.24
Suhescun,4.24
Le Guislain,4.79
Le Guislain,4.76
Saint-Martin-de-Mieux,4.1
Saint-Martin-de-Mieux,4.16
Fayolle,4.75
Ménil-Froger,1.54
Ménil-Froger,1.67
Saint-Sébastien-de-Raids,8.53
Saint-Sébastien-de-Raids,8.52
Saint-Cibard,2.88
Saint-Cibard,2.88
Epping,2.8
Epping,2.71
Hagenthal-le-Bas,1.11
Hagenthal-le-Bas,1.28
Annemasse,-1.4
Annemasse,-1.34
Saubens,6.23
Saubens,6.22
Denipaire,1.35
Denipaire,2.01
Rochefort-du-Gard,0.57
Rochefort-du-Gard,0.52
Bessens,7.46
Bessens,7.47
Saint-Rémy-de-Sillé,5.68
Saint-Rémy-de-Sillé,5.53
Saint-Julien-de-Peyrolas,1.58
Saint-Julien-de-Peyrolas,1.32
Le Havre,5.6
Genas,1.46
Vurey,1.57
Neuvy-sur-Loire,3.19
Neuvy-sur-Loire,3.29
Louhans,1.77
Villasavary,5.17
Villasavary,5.07
Crucey-Villages,4.53
Vitray-sous-Brézolles,4.47
Garons,4.51
Garons,4.53
Hyères,7.94
Le Palivestre,6.98
Entzheim,2.94
Entzheim,2.94
Bétheny,2.21
Bétheny,2.21
Territoire de Belfort,1.12
Arrondissement de Belfort,1.67
Fontaine,1.54
Fontaine,1.51
Arrondissement de Nancy,2.89
Essey-lès-Nancy,2.95
Essey-lès-Nancy,3.05
Marly,3.73
Marly,3.75
Ouges,-0.48
Ouges,-0.47
Montoir-de-Bretagne,4.15
Montoir-de-Bretagne,4.12
Morlaix,6.84
Ploujean,6.71
Trémuson,5.78
Trémuson,5.63
Bouguenais,4.79
Château-Bougon,5.28
Pluguffan,5.29
Pluguffan,5.29
Lannion,7.52
Servel,6.96
Saint-Jacques-de-la-Lande,5.0
Saint-Jacques-de-la-Lande,4.99
Arnage,3.79
Les Guegilets,3.75
Saint-Servais,6.12
Saint-Servais,6.12
Dompierre-sur-Yon,4.08
Dompierre-sur-Yon,4.17
Quéven,6.17
Méné Guen,6.11
Pleurtuit,4.51
Pleurtuit,4.54
Maupertus-sur-Mer,8.6
Maupertus,8.14
Guipavas,6.35
Créach Burguy,6.3
Avelin,6.23
Ennetières,6.23
Varennes-Vauzelles,0.73
Rose,0.86
Boissy-l'Aillerie,5.67
Boissy-l'Aillerie,5.7
Paray-Vieille-Poste,5.13
La Vieille Poste,5.15
Toussus-le-Noble,4.74
Toussus-le-Noble,4.72
Creil,6.08
Creil,5.63
Bonneuil-en-France,5.7
Parçay-Meslay,4.39
Parçay-Meslay,4.31
Franqueville-Saint-Pierre,5.05
Franqueville-Saint-Pierre,5.05
Sommesous,3.46
Boulay-les-Barres,2.7
Boulay-les-Barres,2.69
Le Grand Hameau,5.11
Brenoux,-3.0
Brenoux,-3.0
Tallard,1.99
Tallard,2.19
Noves,-0.23
Noves,-0.24
Arrondissement de Béziers,3.38
Portiragnes,5.74
Portiragnes,5.7
Peyrestortes,6.16
Peyrestortes,6.26
Marignane,2.71
Marignane,2.73
Carcassonne,5.67
Grèzes-Herminis,5.7
Bouthéon,0.81
Mandelieu-la-Napoule,7.63
Les Termes,7.32
Bron,1.67
Bron,1.67
Coings,2.04
Céré,1.99
Le Bousquet,2.18
Saint-Hilaire-de-la-Côte,0.42
Le Not,0.39
Arrondissement de Charolles,0.43
Saint-Yan,0.61
Saint-Yan,0.58
Colombier-Saugnieu,1.42
Saugnieu,1.24
Bourges,1.18
Mazières,0.36
Aulnat,-1.01
Aulnat,-1.02
La Motte-Servolex,-0.96
Le Tremblay,-0.99
Charbuy,2.83
Chaumois,2.83
Travo,7.91
Bastelicaccia,5.6
Bastelicaccia,5.6
Arrondissement de Sartène,-3.01
Figari,2.53
Poggiale,2.68
Lucciana,7.3
Torra,8.65
Marcé,4.23
Marcé,4.29
Vigny,2.86
Vigny,2.86
Loudes,-1.9
Pralhac,-1.67
Megève,-6.23
Plaine-Joux,-8.18
Gevry,1.45
Balsac,2.48
Balsac,2.36
Le Sequestre,6.4
Le Sequestre,6.38
Cieurac,5.1
Cieurac,5.1
La Négresse,5.38
Langlade,3.15
Brie,1.86
Brie,1.86
Louey,2.14
