Ville,Temperature
Belvès-de-Castillon,8.32
Madirac,8.65
Madirac,8.65
Puch-d'Agenais,8.49
Puch-d'Agenais,8.49
Fossemagne,5.56
Fossemagne,5.71
Caligny,5.82
Caligny,5.58
Angoville-sur-Ay,7.51
Angoville-sur-Ay,7.55
Fervaques,6.23
Fervaques,6.17
Saint-Aubin-du-Perron,7.28
Saint-Aubin-du-Perron,7.31
Ponts sur Seulles,6.26
Lantheuil,6.23
Saint-André-de-l'Épine,5.32
Saint-André-de-l'Épine,5.52
Cagny,6.75
Cagny,6.71
Chomelix,-3.34
Chomelix,-3.19
Arpajon-sur-Cère,5.61
Arpajon-sur-Cère,5.58
Villenave-de-Rions,8.58
Villenave-de-Rions,8.47
Arconsat,-2.82
Arconsat,-2.82
Beaulon,0.73
Beaulon,0.72
Moirax,8.05
Moirax,7.84
Vabres,1.89
La Roque-Gageac,7.24
La Roque-Gageac,7.24
Marmanhac,4.86
Marmanhac,5.03
Pechboutier,7.76
Eysus,9.09
Eysus,9.09
Arros-de-Nay,9.7
Arros-de-Nay,9.7
Baudignan,8.63
Baudignan,8.6
Allanche,4.61
Allanche,4.43
Bulhon,-0.1
Bulhon,-0.15
Échalou,5.03
Échalou,5.01
Annebecq,5.69
Pont-Hébert,6.72
Pont-Hébert,6.72
Écouves,4.69
Radon,4.69
Saint-Caprais-de-Lerm,8.26
Saint-Caprais-de-Lerm,8.31
Audes,1.19
Audes,1.06
Habloville,4.99
Habloville,5.12
Saint-Jean-d'Estissac,8.03
Saint-Jean-d'Estissac,8.11
Ygrande,0.68
Ygrande,0.69
Saint-Sulpice-d'Excideuil,4.12
Saint-Sulpice-d'Excideuil,3.84
Saint-Rabier,5.55
Saint-Rabier,5.23
Marols,-2.45
Marols,-2.8
Charbonnières-les-Varennes,-2.61
Charbonnières-les-Varennes,-2.8
Sérignac-sur-Garonne,8.6
Sérignac-sur-Garonne,8.59
Saint-Langis-lès-Mortagne,5.82
Saint-Langis-lès-Mortagne,5.64
Bègues,-0.19
Bègues,-0.56
Mourjou,6.88
Mourjou,6.74
Vicq-sur-Mer,8.86
Cosqueville,8.71
Saint-Paul-Lizonne,6.5
Saint-Paul-Lizonne,6.5
Chauffour,-0.84
Coulaures,5.29
Coulaures,5.52
Fongrave,7.88
Maurrin,8.61
Maurrin,8.79
Auriac,6.4
Jouanicot,6.0
Escou,9.38
Escou,9.38
Hagetaubin,9.0
Hagetaubin,9.0
La Chapelle,0.4
Dausse,8.0
Dausse,8.0
Saint-Pierre-de-Côle,5.4
Saint-Pierre-de-Côle,5.55
Bonnebosq,6.87
Bonnebosq,6.87
Saint-Capraise-d'Eymet,6.7
Saint-Capraise-d'Eymet,6.87
Arrondissement de Lure,1.45
Corbenay,1.91
Corbenay,2.02
Etcharry,8.8
Etcharry,8.82
Jort,6.58
Jort,6.54
Saint-Quentin-sur-Sauxillanges,-1.89
Saint-Quentin-sur-Sauxillanges,-1.46
Lonlay-l'Abbaye,5.4
Lonlay-l'Abbaye,5.49
Le Pré,-3.26
Castelnaud-de-Gratecambe,6.73
Castelnaud-de-Gratecambe,6.78
Nomdieu,7.96
Nomdieu,8.23
Miramont-Sensacq,8.85
Miramont-Sensacq,8.76
Boffres,-0.45
Boffres,-0.3
Mariol,-0.05
Mariol,0.02
Haleine,6.81
Haleine,6.81
Soumont-Saint-Quentin,5.75
Soumont-Saint-Quentin,5.76
Tirepied-sur-Sée,7.05
Tirepied,7.28
Saint-Maur-des-Bois,5.21
Saint-Maur-des-Bois,5.51
Longues-sur-Mer,6.22
Longues-sur-Mer,6.1
Lestelle-Bétharram,9.41
Lestelle-Bétharram,9.41
Baleix,9.23
Baleix,9.23
Thèdes,-3.36
Champs-sur-Tarentaine-Marchal,6.06
Champs-sur-Tarentaine-Marchal,5.59
Chambon-sur-Dolore,-4.42
Chambon-sur-Dolore,-4.15
La Bernardie,-3.09
Lapenty,6.95
Lapenty,7.01
Yssac-la-Tourette,-0.34
Yssac-la-Tourette,-0.32
Aubagnan,8.49
Aubagnan,8.25
Grèze,7.62
Saint-Hippolyte,8.45
Saint-Hippolyte,8.04
Saint-Loyer-des-Champs,5.17
Saint-Loyer-des-Champs,5.17
Lalizolle,-0.93
Lalizolle,-1.14
Vignonet,8.64
Vignonet,8.64
Chamalières-sur-Loire,-1.14
Chamalières-sur-Loire,-1.14
Montbray,5.6
Montbray,5.78
Landerrouet-sur-Ségur,8.59
Landerrouet-sur-Ségur,8.56
Gornac,8.64
Gornac,8.64
Vesly,7.5
Vesly,7.52
Bertric-Burée,6.0
Bertric-Burée,6.0
Apchat,-2.23
Apchat,-2.42
Saint-André-d'Hébertot,6.4
Saint-André-d'Hébertot,6.49
Vertheuil,8.49
Vertheuil,8.49
Rampan,6.2
Rampan,6.46
Ronthon,7.14
Lisores,5.46
Lisores,5.68
Buais-Les-Monts,6.21
Buais,6.12
Monts-en-Bessin,5.53
Monts-en-Bessin,5.53
Balansun,8.72
Balansun,8.72
Landerrouat,7.35
Landerrouat,7.5
Monlet,-3.89
Monlet,-4.13
Meilhan-sur-Garonne,8.84
Meilhan-sur-Garonne,8.81
Saint-Bonnet-le-Bourg,-3.98
Saint-Bonnet-le-Bourg,-4.17
Aramits,8.94
Aramits,8.94
Saint-Pierre-Eynac,-3.79
Saint-Pierre-Eynac,-3.02
Aurouër,0.63
Aurouër,0.64
Bonnevialle,-3.12
Bretagne-de-Marsan,8.52
Bretagne-de-Marsan,8.47
Crimolois,1.58
Crimolois,1.55
Cairon,6.24
Cairon,6.25
Anhaux,7.66
Anhaux,7.79
Auderville,8.42
Auderville,8.27
Castel-Sarrazin,8.1
Castel-Sarrazin,8.13
Sallenelles,7.1
Sallenelles,6.99
Artigueloutan,9.54
Artigueloutan,9.54
Pineuilh,7.68
Pineuilh,7.65
Nassiet,7.99
Nassiet,7.96
Saint-Marcouf,6.21
Saint-Marcouf,6.21
Videcosville,8.37
Videcosville,8.4
Condé-sur-Seulles,6.12
Condé-sur-Seulles,6.1
Coslédaà-Lube-Boast,9.64
Coslédaà,9.64
Razimet,8.59
Razimet,8.67
Bonnegarde,8.26
Bonnegarde,8.18
Frespech,8.03
Frespech,7.45
Norolles,6.13
Norolles,6.27
Cordey,5.34
Cordey,5.39
Aunou-sur-Orne,4.97
Aunou-sur-Orne,5.05
La Heunière,4.98
Allemans,7.49
Saint-Martin-de-Beauville,8.0
Saint-Martin-de-Beauville,8.0
Le Frêche,9.11
Le Frêche,9.11
Crulai,4.43
Crulai,4.43
Saint-Vincent-de-Connezac,6.39
Saint-Vincent-de-Connezac,6.39
Saint-Germain-d'Esteuil,8.42
Saint-Germain-d'Esteuil,8.4
Mondrainville,5.97
Mondrainville,5.95
Grand-Brassac,5.56
Grand-Brassac,5.59
Saint-Gervazy,-1.91
Saint-Gervazy,-1.3
Colonard-Corubert,5.77
Colonard-Corubert,5.6
Aunou-le-Faucon,5.41
Aunou-le-Faucon,5.42
Ginestet,6.96
Ginestet,6.92
Saint-Étienne-d'Orthe,8.25
Saint-Étienne-d'Orthe,8.3
Saint-André-sur-Orne,6.34
Saint-André-sur-Orne,6.34
Bonnemaison,5.1
Bonnemaison,5.08
Saint-Didier-en-Donjon,0.31
Saint-Didier-en-Donjon,0.26
Montauriol,7.13
Montauriol,7.32
Le Bradet,6.12
Saint-Aubin-de-Branne,8.44
Saint-Aubin-de-Branne,8.32
Aldudes,6.22
Aldudes,6.42
Escot,8.18
Escot,8.18
Le Peyrou,5.14
Prats-de-Carlux,8.93
Prats-de-Carlux,8.93
Sencenac-Puy-de-Fourches,5.36
Sencenac-Puy-de-Fourches,5.35
Baleyssagues,8.12
Baleyssagues,7.94
Sedze-Maubecq,9.19
Sedze-Maubecq,9.19
Casteide-Doat,9.53
Casteide-Doat,9.33
Chaudes-Aigues,5.46
Chaudes-Aigues,5.89
Le Chêne,-2.63
Langon,9.19
Langon,9.19
Carnac,8.21
Carnac,8.21
Sarron,9.2
Sarron,8.99
Le Monceau,3.75
Mauzac-et-Grand-Castang,7.4
Mauzac,7.4
Arrondissement de Cahors,6.72
Esclauzels,10.91
Esclauzels,10.91
Bouniagues,6.79
Bouniagues,6.76
Launay,3.99
Chemillé-en-Anjou,5.6
Chemillé-Melay,5.67
Xaintrailles,8.08
Xaintrailles,7.92
Lussagnet-Lusson,9.33
Lussagnet,9.33
Artix,9.76
Artix,9.76
Ainhoa,9.3
Ainhoa,9.3
Aste-Béon,8.27
Aste-Béon,8.27
Chamboulive,8.89
Chamboulive,8.92
Souvigny,0.81
Souvigny,0.85
Condat-sur-Vézère,6.65
Condat-sur-Vézère,6.64
Saint-Laurent-d'Arce,8.27
Saint-Laurent-d'Arce,8.26
Villars,-0.36
Villars,-0.3
Alvignac,8.58
Alvignac,8.49
Carantilly,6.02
Carantilly,6.03
Saint-Laurent-de-Cuves,5.73
Saint-Laurent-de-Cuves,5.85
Sourdeval-les-Bois,6.14
Sourdeval-les-Bois,5.7
Lengronne,6.79
Lengronne,6.79
La Forie,-2.59
La Forie,-1.45
Blomard,-0.16
Blomard,-0.34
Gensac,7.49
Gensac,7.65
Horsarrieu,7.99
Horsarrieu,7.89
Le Brévedent,6.24
Le Brévedent,6.35
La Ferté-sous-Jouarre,6.61
La Ferté-sous-Jouarre,6.57
Montord,0.3
Montord,0.31
Saint-Louet-sur-Seulles,5.84
Saint-Louet-sur-Seulles,5.85
Saint-Gérand-de-Vaux,0.27
Saint-Gérand-de-Vaux,0.35
Luc-Armau,9.22
Luc-Armau,9.22
Chef-du-Pont,8.69
Chef-du-Pont,8.64
Précey,7.21
Précey,7.29
Cadouin,7.0
Sallespisse,8.25
Sallespisse,8.25
Gréville-Hague,7.73
Gréville-Hague,7.77
Dosches,7.44
Dosches,7.38
Raucoules,-3.35
Raucoules,-3.17
Amblie,6.32
Amblie,6.36
Besse-et-Saint-Anastaise,-4.58
Besse-et-Saint-Anastaise,-4.65
Bascons,8.59
Bascons,8.58
Montagnac-d'Auberoche,5.25
Montagnac-d'Auberoche,5.03
Groléjac,8.8
Groléjac,8.55
Ouézy,6.78
Ouézy,6.8
Bricqueville-sur-Mer,7.16
Bricqueville-sur-Mer,7.2
Ciral,5.75
Ciral,5.68
La Haye-Pesnel,6.88
La Haye-Pesnel,6.85
Carsac-de-Gurson,7.44
Carsac-de-Gurson,7.44
Lasseubetat,8.83
Lasseubetat,8.83
Bergouey-Viellenave,8.4
Bergouey-Viellenave,7.9
Losse,8.8
Losse,8.76
Saint-Martin-des-Olmes,-3.08
Saint-Martin-des-Olmes,-2.54
Estagel,8.55
Estagel,8.77
Flaugeac,6.98
Flaugeac,6.94
Ducy-Sainte-Marguerite,6.1
Ducy-Sainte-Marguerite,6.01
Martinvast,8.53
Martinvast,8.49
Romestaing,8.35
Romestaing,8.36
Colomby-sur-Thaon,6.1
Colomby-sur-Thaon,6.13
Thèreval,6.48
Hébécrevon,6.37
Escurolles,0.1
Escurolles,0.23
Ordonnac,8.04
Ordonnac,7.94
Unsac,-1.49
Juvigny Val d'Andaine,6.52
Juvigny-sous-Andaine,6.52
Marchésieux,8.13
Marchésieux,8.12
Luneau,0.48
Luneau,0.43
Boulogne-Billancourt,7.31
Boulogne-Billancourt,7.3
Boussac,3.6
Fronsac,8.72
Fronsac,8.72
Lanthenas,-2.67
Neuvic,7.26
Neuvic,7.25
Labastide,-4.45
Cros-de-Ronesque,5.51
Cros-de-Ronesque,4.95
Champagnac,6.52
Champagnac,6.52
Rampieux,6.5
Rampieux,6.49
Roche-en-Régnier,-3.22
Roche-en-Régnier,-3.21
Saint-Armou,9.57
Saint-Armou,9.57
Bruch,8.66
Bruch,8.66
Garcelles-Secqueville,6.28
Garcelles-Secqueville,6.24
Lacq,9.09
Lacq,9.09
Anthé,7.61
Anthé,7.6
Vendeuvre,6.57
Vendeuvre,6.61
Coulandon,0.6
Coulandon,0.45
Corubert,5.96
Saint-Quentin-de-Blavou,5.33
Saint-Quentin-de-Blavou,5.22
Javaugues,-1.28
Javaugues,-1.32
Essay,5.13
Essay,5.26
Carresse-Cassaber,8.28
Carresse-Cassaber,8.29
Auga,9.72
Auga,9.72
Coulouvray-Boisbenâtre,4.62
Coulouvray-Boisbenâtre,4.68
Saint-Chamassy,7.58
Saint-Chamassy,7.29
Saint-Georges-de-Montclard,7.7
Saint-Georges-de-Montclard,7.5
Le Vernet-Chaméane,-3.24
Vernet-la-Varenne,-3.26
Le Chambon-sur-Lignon,-4.09
La Suchère,-4.35
Tracy-Bocage,5.66
Tracy-Bocage,5.57
Épinay-sur-Odon,5.91
Épinay-sur-Odon,5.92
Terre-et-Marais,8.38
Sainteny,8.39
Perpezat,-2.7
Mesplède,8.24
Mesplède,7.81
Bertignat,-2.91
Bertignat,-2.78
Écajeul,6.95
Prémilhat,0.33
Prémilhat,0.33
Houesville,8.65
Houesville,8.67
Landisacq,4.94
Landisacq,4.88
Cazères-sur-l'Adour,8.71
Cazères-sur-l'Adour,8.71
Dourdoigne,6.3
Saint-Martial-de-Valette,5.74
Saint-Martial-de-Valette,5.74
Cerisy-la-Salle,6.48
Cerisy-la-Salle,6.34
Tarascon-sur-Ariège,6.92
Tarascon-sur-Ariège,6.77
Cauvicourt,6.26
Cauvicourt,6.08
Pussou,5.03
Notre-Dame-de-Livaye,6.92
Notre-Dame-de-Livaye,6.93
Saumos,9.07
Saumos,9.08
Saint-Perdon,8.12
Saint-Perdon,8.11
Heussé,6.44
Heussé,6.31
Les Authieux-Papion,6.82
Les Authieux-Papion,6.82
Loucé,5.45
Loucé,5.47
Truttemer-le-Grand,4.68
Truttemer-le-Grand,4.68
Le Faulq,6.0
Le Faulq,5.97
Nogent,4.88
Nogent,4.86
Saint-Rémy-sur-Durolle,-1.95
Saint-Rémy-sur-Durolle,-2.22
Vielle-Soubiran,8.88
Vielle-Soubiran,8.91
Corgnac-sur-l'Isle,5.4
Corgnac-sur-lIsle,5.65
Duhort-Bachen,8.77
Duhort-Bachen,8.51
Teissières-lès-Bouliès,4.8
Teissières-lès-Bouliès,4.72
Ferrières-sur-Sichon,-2.35
Ferrières-sur-Sichon,-1.57
Pierrefitte-sur-Loire,0.6
Pierrefitte-sur-Loire,0.67
Bazoches-sur-Hoëne,5.58
Bazoches-sur-Hoëne,5.45
Boissey,6.36
Boissey,6.57
Bréville-sur-Mer,7.17
Bréville-sur-Mer,7.38
Monclar,7.36
Monclar,7.65
Soligny-la-Trappe,3.9
Soligny-la-Trappe,4.05
Peyrilhac,7.66
Peyrilhac,7.66
Marcousin,6.91
Porte-de-Benauge,8.88
Arbis,8.88
Billas,7.4
Lécaude,6.42
Lécaude,6.69
L'Hermitière,4.64
L'Hermitière,4.6
Artonne,-0.45
Artonne,-0.55
Villeneuve-sur-Allier,0.84
Villeneuve-sur-Allier,0.84
Oraàs,8.41
Oraàs,8.4
Garnat-sur-Engièvre,0.63
Garnat-sur-Engièvre,0.78
Marquay,6.17
Marquay,6.17
Pujo-le-Plan,8.71
Pujo-le-Plan,8.7
Meillon,9.97
Meillon,9.97
Hontanx,8.57
Hontanx,8.63
Tursac,7.77
Tursac,7.48
Cassaniouze,6.66
Cassaniouze,6.16
Saint-Avit-de-Soulège,7.49
Saint-Avit-de-Soulège,7.98
Fals,8.38
Fals,7.81
Artigues-près-Bordeaux,8.55
Artigues-près-Bordeaux,8.52
Mauves-sur-Huisne,6.19
Mauves-sur-Huisne,6.17
Saint-Geniès,6.21
Saint-Geniès,6.21
Calonges,8.83
Calonges,8.87
Biras,5.49
Biras,5.48
Cours-de-Pile,7.37
Cours-de-Pile,7.37
Pouvrai,4.79
Pouvrai,4.66
Chouain,6.11
Chouain,6.16
La Ferrière-Bochard,6.47
La Ferrière-Bochard,6.6
Écorcei,4.01
Écorcei,4.04
Saint-Pierre-du-Mont,8.29
Saint-Pierre-du-Mont,8.22
Saint-Pierre-d'Irube,9.33
Le Limpou,9.38
Arricau-Bordes,9.24
Arricau-Bordes,9.24
Roullours,4.87
Roullours,4.92
Toulouzette,7.82
Toulouzette,7.83
Charre,9.33
Charre,9.33
Le Passage,8.59
Le Passage,8.87
Urciers,1.3
Urciers,3.19
Chabonne,0.0
Lougé-sur-Maire,5.11
Lougé-sur-Maire,5.33
Saint-Crespin,6.9
Villiers-sous-Mortagne,5.62
Villiers-sous-Mortagne,5.62
Montchamp,5.35
Montchamp,5.34
Malherbe-sur-Ajon,5.6
Banneville-sur-Ajon,5.55
Seyresse,8.09
Seyresse,8.13
Saint-Martin-d'Oney,8.06
Saint-Martin-d'Oney,8.05
Laluque,7.5
Laluque,7.56
Saint-Brice,8.68
Saint-Brice,8.67
Mauvezin-sur-Gupie,9.52
Mauvezin-sur-Gupie,9.34
Boumourt,9.53
Boumourt,9.16
Saint-Pierre-la-Bourlhonne,-3.59
Saint-Pierre-la-Bourlhonne,-3.99
Jugazan,8.75
Jugazan,8.38
Esquay-sur-Seulles,6.24
Esquay-sur-Seulles,6.26
Mouen,6.06
Mouen,5.99
Saint-Jean-de-Duras,8.51
Saint-Jean-de-Duras,8.56
Combleux,5.87
Combleux,5.81
Bonnut,7.79
Bonnut,7.79
Saint-Faust,9.56
Saint-Faust,9.56
Ostabat-Asme,7.42
Ostabat,8.67
Saint-Selve,9.09
Saint-Selve,9.11
Sept-Frères,5.34
Sept-Frères,5.3
Tortezais,0.79
Tortezais,0.8
Aulhat-Saint-Privat,-0.45
Aulhat,-0.58
Serbannes,-0.14
Serbannes,-0.1
Tessel,5.76
Tessel,5.86
Lisieux,6.82
Lisieux,6.82
Fresné-la-Mère,6.1
Fresné-la-Mère,6.07
Noron-la-Poterie,5.97
Noron-la-Poterie,6.14
Castandet,9.15
Arrondissement de Compiègne,6.54
Appilly,6.47
Appilly,6.47
Louroux-de-Beaune,-0.36
Louroux-de-Beaune,-0.49
Lannecaube,9.58
Lannecaube,9.58
Pailloles,9.46
Pailloles,9.27
Eyraud-Crempse-Maurens,7.15
Maurens,7.14
Pontours,7.47
Pontours,7.73
Le Mesnil,7.67
Le Mesnil,7.65
Bérigny,5.77
Bérigny,5.84
Saint-Vigor-des-Monts,4.89
Saint-Vigor-des-Monts,5.03
Lozon,7.41
Lozon,7.51
Clerlande,0.05
Clerlande,-0.01
Reviers,6.38
Reviers,6.38
Sainte-Croix-sur-Mer,6.14
Sainte-Croix-sur-Mer,6.13
Appeville,8.6
Appeville,8.5
Campsegret,7.05
Campsegret,7.37
Eynesse,7.98
Eynesse,8.34
Lagupie,9.4
Lagupie,9.5
Lembras,7.53
Lembras,7.64
Nicole,9.5
Nicole,9.31
Leintrey,2.92
Leintrey,2.9
Frontenat,-1.05
Saint Privat en Périgord,6.49
Saint-Privat-des-Prés,6.49
Grateloup-Saint-Gayrand,9.39
Grateloup-Saint-Gayrand,9.39
Hélette,7.61
Hélette,7.81
Le Teil,7.65
Fouacé,4.81
Saint-Sulpice-de-Faleyrens,8.63
Saint-Sulpice-de-Faleyrens,8.63
Birac-sur-Trec,9.42
Birac-sur-Trec,9.42
Monteton,9.35
Monteton,9.07
Villers-au-Tertre,6.47
Villers-au-Tertre,6.47
Méracq,9.34
Méracq,9.34
Saint-Pierre-d'Eyraud,8.0
Saint-Pierre-d'Eyraud,8.0
Cayres,-1.67
Cayres,-1.42
La Queue-les-Yvelines,6.0
La Queue-les-Yvelines,6.0
Le Locheur,6.05
Le Locheur,5.98
Breilly,6.09
Breilly,6.05
Savignac-les-Églises,5.84
Savignac-les-Églises,5.86
Saint-Agnet,9.19
Saint-Agnet,9.07
Tanville,3.67
Tanville,3.78
Losfond,-4.85
Tourzel-Ronzières,-2.32
Tourzel,-2.3
Champrepus,6.66
Champrepus,6.66
Maison-Maugis,6.2
Maison-Maugis,6.23
Précilhon,9.65
Précilhon,9.65
Diusse,9.59
Diusse,9.59
Donnezat,-0.84
Berzet,-3.32
Bas,-2.57
Siest,8.51
Siest,8.49
Puybarban,9.26
Puybarban,9.36
Les Esseintes,9.13
Les Esseintes,9.05
Gardegan-et-Tourtirac,7.83
Gardegan,7.83
Montreuil-en-Auge,6.85
Montreuil-en-Auge,6.72
Montaigu-les-Bois,5.94
Montaigu-les-Bois,6.16
Saint-Genès-la-Tourette,-3.12
Saint-Genès-la-Tourette,-2.91
Le Mesnil-au-Val,8.08
Le Mesnil-au-Val,8.16
Ancteville,7.02
Ancteville,7.07
Monthuchon,6.49
Monthuchon,6.49
Boisseuge,-4.6
Burel,6.47
Saint-Pal-de-Chalencon,-3.2
Saint-Pal-de-Chalencon,-3.15
Jussac,4.09
Jussac,4.77
Néronde-sur-Dore,0.1
Néronde-sur-Dore,0.14
Saint-Vivien-de-Médoc,6.1
Saint-Vivien-de-Médoc,6.07
Proissans,6.66
Proissans,6.66
Bauduen,6.96
Bauduen,6.92
Boucey,7.54
Bastanès,9.86
Bastanès,9.85
Gallician,8.62
Saint-Méard-de-Gurçon,7.51
Saint-Méard-de-Gurçon,7.51
Louroux-Hodement,0.78
Louroux-Hodement,0.54
Cesny-aux-Vignes,6.73
Cesny-aux-Vignes,6.75
Gindou,7.68
Gindou,7.46
Le Mayet-de-Montagne,-1.48
Le Mayet-de-Montagne,-1.48
Saint-Nexans,7.8
Saint-Nexans,7.68
Villeneuve,-0.74
Villeneuve,-1.17
Le Pavé de Pontault,6.65
Messei,5.05
Messei,5.05
Cesny-les-Sources,5.48
Cesny-Bois-Halbout,5.37
Bonsmoulins,4.15
Bonsmoulins,4.14
Regnéville-sur-Mer,7.44
Regnéville-sur-Mer,7.37
Zelsheim,2.42
Campet-et-Lamolère,8.83
Campet-et-Lamolère,8.8
Ryes,6.31
Ryes,6.32
Montignac-Toupinerie,9.43
Montignac-Toupinerie,9.44
Fossès-et-Baleyssac,9.13
Fossès-et-Baleyssac,9.28
Saint-Pandelon,8.27
Saint-Pandelon,8.3
Saint-Germain-de-la-Rivière,8.44
Saint-Germain-de-la-Rivière,8.44
Speloncato,7.35
Speloncato,5.58
Herrère,9.35
Herrère,9.35
Loubieng,9.34
Loubieng,9.38
Issor,9.05
Issor,9.05
Beauchamps-sur-Huillard,5.34
Beauchamps-sur-Huillard,5.37
Argouges,7.48
Argouges,7.45
Buxières-sous-Montaigut,-1.28
Buxières-sous-Montaigut,-1.36
Juaye-Mondaye,5.76
Juaye-Mondaye,6.08
Sembas,8.21
Sembas,8.23
Audignon,8.63
Audignon,8.8
Fumichon,5.68
Fumichon,5.59
Coulimer,5.63
Coulimer,5.46
Saint-Senier-sous-Avranches,6.79
Saint-Senier-sous-Avranches,6.79
Saint-Aubin-des-Préaux,6.98
Saint-Aubin-des-Préaux,6.97
Sainte-Bazeille,9.51
Sainte-Bazeille,9.5
Busserolles,6.02
Busserolles,6.42
Saint-Pardoux-la-Rivière,4.86
Saint-Pardoux-la-Rivière,4.88
Saint-Géron,-1.91
Saint-Géron,-1.21
Espiens,8.31
Espiens,8.05
Sainte-Engrâce,8.06
Sainte-Engrâce,6.36
Bressac,6.53
Escaudes,8.82
Escaudes,8.9
Pardaillan,8.66
Pardaillan,8.76
Belfonds,4.63
Belfonds,4.59
Mardilly,4.66
Mardilly,4.66
Castaignos-Souslens,8.52
Castaignos-Souslens,8.52
Coudures,8.94
Coudures,8.78
Saint-Jean-de-Blaignac,8.64
Saint-Jean-de-Blaignac,8.53
Escassefort,9.12
Escassefort,9.11
La Bachelerie,4.3
Neussargues en Pinatelle,6.87
Neussargues,6.82
Château-sur-Allier,1.39
Château-sur-Allier,1.25
Tournon-d'Agenais,8.74
Tournon-d'Agenais,8.53
Crouay,6.18
Crouay,6.19
Maizet,5.78
Maizet,5.88
Montchevrel,5.11
Montchevrel,5.07
Lévignac-de-Guyenne,8.95
Lévignac-de-Guyenne,8.84
Flaujagues,8.3
Flaujagues,8.3
Saint-Sauveur-la-Pommeraye,6.81
Saint-Sauveur-la-Pommeraye,6.78
Lédat,9.65
Lédat,9.62
Bourniquel,6.79
Bourniquel,6.79
Saint-Clair-de-Halouze,5.12
Saint-Clair-de-Halouze,5.12
Omméel,5.51
Omméel,5.53
Sainte-Marguerite-de-Viette,6.14
Sainte-Marguerite-de-Viette,6.2
Petit-Palais-et-Cornemps,8.09
Petit Palais,8.09
Lignan-de-Bordeaux,8.74
Lignan-de-Bordeaux,8.71
Brassempouy,8.56
Brassempouy,8.41
Saint-Cyr-du-Gault,4.8
Saint-Cyr-du-Gault,4.82
Saint-Julien-de-Lampon,10.02
Saint-Julien-de-Lampon,10.02
Coubeyrac,8.52
Coubeyrac,8.23
Bearnès,8.63
Marcellus,9.3
Marcellus,9.29
Sémelay,0.48
Sémelay,0.48
Saint-Antoine-sur-l'Isle,7.72
Saint-Antoine-sur-l'Isle,7.72
Mutrécy,5.99
Mutrécy,6.03
Géfosse-Fontenay,8.8
Géfosse-Fontenay,8.8
Contrières,7.14
Contrières,7.13
Fanlac,6.05
Fanlac,5.77
Coissard,-1.29
Grignols,8.59
Grignols,8.59
Saint-Sulpice-sur-Risle,4.45
Saint-Sulpice-sur-Risle,4.45
Laroche,-0.86
Osse-en-Aspe,7.92
Osse-en-Aspe,7.92
Castillon-de-Castets,9.2
Castillon-de-Castets,9.21
Tanavelle,5.46
Tanavelle,5.18
Audon,8.38
Audon,8.39
Coulx,9.25
Coulx,9.27
Pulvérières,-3.48
Pulvérières,-3.42
Pierre,-3.66
Cahan,5.79
Cahan,5.38
Saint-André-de-Briouze,4.86
Saint-André-de-Briouze,4.94
Gamarthe,7.67
Gamarthe,7.83
Chanat-la-Mouteyre,-2.94
Chanat-la-Mouteyre,-3.44
Guéron,5.95
Guéron,6.0
Soumensac,8.41
Soumensac,8.12
Buisson-de-Fay,4.41
Monpezat,9.27
Monpezat,9.27
Arbouet-Sussaute,8.84
Arbouet-Sussaute,8.76
Saint-Goin,9.98
Saint-Goin,9.98
Urepel,4.99
Urepel,6.0
Hémevez,8.67
Hémevez,8.7
Saint-Philbert-des-Champs,6.07
Saint-Philbert-des-Champs,6.03
La Faurie,0.47
Landelles-et-Coupigny,5.66
Landelles-et-Coupigny,5.68
Vessey,7.33
Vessey,7.37
Haut-Mauco,8.66
Haut-Mauco,8.66
Saint-Laurent-des-Vignes,7.8
Saint-Laurent-des-Vignes,7.8
Saint-Cyr-la-Rosière,6.19
Saint-Cyr-la-Rosière,6.31
Montilly-sur-Noireau,5.49
Montilly-sur-Noireau,5.61
Breil,7.88
La Ferté Macé,4.99
La Ferté-Macé,4.99
Saint-Ébremond-de-Bonfossé,5.83
Saint-Ébremond-de-Bonfossé,5.83
Le Gast,4.77
Le Gast,4.81
Saint-Saud-Lacoussière,5.37
Saint-Saud-Lacoussière,5.31
Bastennes,8.4
Bastennes,8.4
Saint-Germain-d'Elle,5.51
Saint-Germain-d'Elle,5.63
Ronnet,-0.78
Ronnet,-0.84
Saint-Laurent-des-Bâtons,6.51
Saint-Laurent-des-Bâtons,6.79
Mézos,8.15
Mézos,8.16
Saint-Germain-de-Salles,0.32
Saint-Germain-de-Salles,0.34
Saint-Patrice-du-Désert,6.44
Saint-Patrice-du-Désert,6.44
Saugnacq-et-Muret,8.84
Saugnacq,8.89
Saint-Barthélemy-d'Agenais,9.66
Saint-Barthélemy-d'Agenais,9.66
Lavastrie,5.94
Lavastrie,5.66
Brectouville,5.73
Brectouville,5.84
Hadancourt-le-Haut-Clocher,5.6
Hadancourt-le-Haut-Clocher,5.55
Vesseaux,4.48
Vesseaux,4.47
Pluviers,7.33
Les Martres-de-Veyre,-0.14
Les Martres-de-Veyre,-0.14
La Bellière,5.05
La Bellière,5.07
Moulins-sur-Orne,5.41
Moulins-sur-Orne,5.42
Armillac,9.5
Armillac,9.57
Cocumont,8.89
Cocumont,8.77
Loddes,-0.94
Loddes,-0.76
Blot,-0.83
Saint-Germain-du-Crioult,5.45
